t1B1c1, t1B1c1, t1C1c1, t1C1c1, t1D1c1, t1D1c1, t1E1c1, t1E1c1, t1F1c1, t1F1c1, t1G1c1, t1G1c1, 
Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, 
p1B6, , p1C6, , p1D6, , p1E6, , p1F6, , p1G6, , 
X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, 
2680.44, 0.05426511, 2680.44, 0.04946424, 2680.44, 0.00537328, 2680.44, -0.00003264, 2680.44, -0.00495743, 2680.44, 0.0104913, 
2680.64, 0.05432466, 2680.64, 0.04938662, 2680.64, 0.00585058, 2680.64, 0.00026432, 2680.64, -0.00443054, 2680.64, 0.01063377, 
2680.84, 0.05417404, 2680.84, 0.0490617, 2680.84, 0.00622813, 2680.84, 0.00029802, 2680.84, -0.00449557, 2680.84, 0.01060989, 
2681.04, 0.05467099, 2681.04, 0.04898191, 2681.04, 0.00662443, 2681.04, 0.00065204, 2681.04, -0.00453935, 2681.04, 0.01117739, 
2681.24, 0.05444381, 2681.24, 0.04779465, 2681.24, 0.0063235, 2681.24, -0.00022773, 2681.24, -0.0051027, 2681.24, 0.0104094, 
2681.44, 0.05414654, 2681.44, 0.0477555, 2681.44, 0.00629356, 2681.44, 0.00003152, 2681.44, -0.00474741, 2681.44, 0.01016832, 
2681.64, 0.05389962, 2681.64, 0.04714924, 2681.64, 0.00574739, 2681.64, -0.00032404, 2681.64, -0.00546722, 2681.64, 0.00954583, 
2681.84, 0.05411285, 2681.84, 0.04638474, 2681.84, 0.00528009, 2681.84, -0.00030746, 2681.84, -0.00532474, 2681.84, 0.008869, 
2682.04, 0.05387325, 2682.04, 0.0458084, 2682.04, 0.00498026, 2682.04, -0.00023047, 2682.04, -0.00583875, 2682.04, 0.0092456, 
2682.24, 0.05421598, 2682.24, 0.04590536, 2682.24, 0.00521007, 2682.24, -0.00011694, 2682.24, -0.00611039, 2682.24, 0.00969783, 
2682.44, 0.05447732, 2682.44, 0.04552788, 2682.44, 0.00501275, 2682.44, -0.00061643, 2682.44, -0.00638411, 2682.44, 0.00986461, 
2682.64, 0.05447732, 2682.64, 0.04549575, 2682.64, 0.0049343, 2682.64, -0.00062529, 2682.64, -0.0063711, 2682.64, 0.01008891, 
2682.84, 0.0546814, 2682.84, 0.04525871, 2682.84, 0.00461488, 2682.84, -0.0000831, 2682.84, -0.00524461, 2682.84, 0.01037899, 
2683.04, 0.05477432, 2683.04, 0.04533183, 2683.04, 0.00430484, 2683.04, 0.00022994, 2683.04, -0.00569039, 2683.04, 0.01041468, 
2683.24, 0.05559286, 2683.24, 0.04550867, 2683.24, 0.00455736, 2683.24, 0.0007469, 2683.24, -0.00596377, 2683.24, 0.01121796, 
2683.44, 0.05665161, 2683.44, 0.04616047, 2683.44, 0.00491822, 2683.44, 0.00131525, 2683.44, -0.00567187, 2683.44, 0.01193088, 
2683.64, 0.05688744, 2683.64, 0.04678924, 2683.64, 0.00506786, 2683.64, 0.00179006, 2683.64, -0.00533736, 2683.64, 0.0122741, 
2683.84, 0.05755019, 2683.84, 0.04719112, 2683.84, 0.00502967, 2683.84, 0.00232537, 2683.84, -0.0050191, 2683.84, 0.01236841, 
2684.04, 0.05733778, 2684.04, 0.04739743, 2684.04, 0.00492668, 2684.04, 0.00185797, 2684.04, -0.0053317, 2684.04, 0.01258856, 
2684.24, 0.05751311, 2684.24, 0.04843414, 2684.24, 0.00545707, 2684.24, 0.00196862, 2684.24, -0.00485361, 2684.24, 0.01274597, 
2684.44, 0.05734611, 2684.44, 0.0487151, 2684.44, 0.0054654, 2684.44, 0.00184368, 2684.44, -0.00491181, 2684.44, 0.01277344, 
2684.64, 0.05711094, 2684.64, 0.04919211, 2684.64, 0.00524463, 2684.64, 0.001829, 2684.64, -0.00451165, 2684.64, 0.01238812, 
2684.84, 0.05685771, 2684.84, 0.04950786, 2684.84, 0.00465787, 2684.84, 0.00165247, 2684.84, -0.00503801, 2684.84, 0.01150422, 
2685.04, 0.05690988, 2685.04, 0.05014763, 2685.04, 0.00514689, 2685.04, 0.00175893, 2685.04, -0.00473909, 2685.04, 0.01150053, 
2685.24, 0.05598139, 2685.24, 0.04987289, 2685.24, 0.00486653, 2685.24, 0.00064578, 2685.24, -0.00552303, 2685.24, 0.00994101, 
2685.44, 0.05582445, 2685.44, 0.05032033, 2685.44, 0.00521054, 2685.44, 0.00053663, 2685.44, -0.0056954, 2685.44, 0.00926287, 
2685.64, 0.05599336, 2685.64, 0.05058505, 2685.64, 0.00547339, 2685.64, 0.00059584, 2685.64, -0.00606417, 2685.64, 0.00872361, 
2685.84, 0.05575594, 2685.84, 0.04990541, 2685.84, 0.00538961, 2685.84, 0.00030212, 2685.84, -0.00637155, 2685.84, 0.00785544, 
2686.04, 0.05577743, 2686.04, 0.04949303, 2686.04, 0.00503213, 2686.04, -0.00010032, 2686.04, -0.00698537, 2686.04, 0.00801865, 
2686.24, 0.05624759, 2686.24, 0.04971416, 2686.24, 0.00488274, 2686.24, -0.00012771, 2686.24, -0.00758238, 2686.24, 0.00796412, 
2686.44, 0.05673639, 2686.44, 0.0493562, 2686.44, 0.00509923, 2686.44, 0.00022473, 2686.44, -0.00768933, 2686.44, 0.00800615, 
2686.64, 0.05668685, 2686.64, 0.04931249, 2686.64, 0.00535012, 2686.64, 0.0005006, 2686.64, -0.0072582, 2686.64, 0.0083795, 
2686.84, 0.05675804, 2686.84, 0.04838748, 2686.84, 0.00502552, 2686.84, 0.00004386, 2686.84, -0.00709514, 2686.84, 0.00811843, 
2687.04, 0.05658507, 2687.04, 0.04795601, 2687.04, 0.00540988, 2687.04, -0.00021158, 2687.04, -0.00757973, 2687.04, 0.00818428, 
2687.24, 0.05667119, 2687.24, 0.04780403, 2687.24, 0.00500011, 2687.24, -0.00068855, 2687.24, -0.00774215, 2687.24, 0.00820431, 
2687.44, 0.05662489, 2687.44, 0.04830177, 2687.44, 0.00457304, 2687.44, -0.00108802, 2687.44, -0.00750478, 2687.44, 0.00804117, 
2687.64, 0.05645369, 2687.64, 0.0483843, 2687.64, 0.00486744, 2687.64, -0.00102588, 2687.64, -0.00705504, 2687.64, 0.00787069, 
2687.84, 0.05641995, 2687.84, 0.0479046, 2687.84, 0.00496804, 2687.84, -0.00117485, 2687.84, -0.00658213, 2687.84, 0.00854722, 
2688.04, 0.05706327, 2688.04, 0.04819125, 2688.04, 0.00551568, 2688.04, -0.00057799, 2688.04, -0.00561611, 2688.04, 0.00939641, 
2688.24, 0.05698901, 2688.24, 0.04870329, 2688.24, 0.00580705, 2688.24, -0.00031487, 2688.24, -0.00456193, 2688.24, 0.00945716, 
2688.44, 0.05634717, 2688.44, 0.04859438, 2688.44, 0.00562002, 2688.44, -0.00029828, 2688.44, -0.00467081, 2688.44, 0.00908962, 
2688.64, 0.05615851, 2688.64, 0.04867237, 2688.64, 0.00520801, 2688.64, -0.00005699, 2688.64, -0.00443833, 2688.64, 0.00895717, 
2688.84, 0.05646664, 2688.84, 0.04904256, 2688.84, 0.00574794, 2688.84, 0.00042483, 2688.84, -0.00364482, 2688.84, 0.00894702, 
2689.04, 0.05559112, 2689.04, 0.04840512, 2689.04, 0.00578959, 2689.04, -0.00069291, 2689.04, -0.00376385, 2689.04, 0.00845907, 
2689.24, 0.05527243, 2689.24, 0.04802516, 2689.24, 0.00513824, 2689.24, -0.00099355, 2689.24, -0.00428596, 2689.24, 0.00757561, 
2689.44, 0.05551013, 2689.44, 0.04824464, 2689.44, 0.00534504, 2689.44, -0.00068436, 2689.44, -0.00469961, 2689.44, 0.00729694, 
2689.64, 0.05538538, 2689.64, 0.04844441, 2689.64, 0.00515687, 2689.64, -0.00052151, 2689.64, -0.00491101, 2689.64, 0.00776105, 
2689.84, 0.05523659, 2689.84, 0.04810353, 2689.84, 0.0048991, 2689.84, -0.0014541, 2689.84, -0.00521386, 2689.84, 0.00737507, 
2690.04, 0.05526652, 2690.04, 0.04845845, 2690.04, 0.00502421, 2690.04, -0.00126602, 2690.04, -0.00577954, 2690.04, 0.00727151, 
2690.24, 0.05527402, 2690.24, 0.04927397, 2690.24, 0.00520158, 2690.24, -0.00078432, 2690.24, -0.00618209, 2690.24, 0.00701074, 
2690.44, 0.05537148, 2690.44, 0.04979685, 2690.44, 0.00522625, 2690.44, -0.00107957, 2690.44, -0.00632853, 2690.44, 0.00693635, 
2690.64, 0.05559831, 2690.64, 0.04989045, 2690.64, 0.00521321, 2690.64, -0.00127115, 2690.64, -0.00606899, 2690.64, 0.00768381, 
2690.84, 0.05518573, 2690.84, 0.04993391, 2690.84, 0.00524373, 2690.84, -0.00181462, 2690.84, -0.00613972, 2690.84, 0.00763933, 
2691.04, 0.05434225, 2691.04, 0.05026284, 2691.04, 0.00531018, 2691.04, -0.00216853, 2691.04, -0.00649836, 2691.04, 0.00761747, 
2691.24, 0.05464358, 2691.24, 0.05104604, 2691.24, 0.00529154, 2691.24, -0.00243871, 2691.24, -0.00655281, 2691.24, 0.00798892, 
2691.44, 0.05498843, 2691.44, 0.05132024, 2691.44, 0.00567232, 2691.44, -0.00201619, 2691.44, -0.00582913, 2691.44, 0.00815393, 
2691.64, 0.05595589, 2691.64, 0.05175395, 2691.64, 0.00630074, 2691.64, -0.00119229, 2691.64, -0.00523461, 2691.64, 0.00928853, 
2691.84, 0.05616198, 2691.84, 0.05121552, 2691.84, 0.00652815, 2691.84, -0.00046219, 2691.84, -0.00505029, 2691.84, 0.01024918, 
2692.04, 0.05648109, 2692.04, 0.05117904, 2692.04, 0.00701376, 2692.04, 0.000542, 2692.04, -0.00420232, 2692.04, 0.01078639, 
2692.24, 0.056274, 2692.24, 0.05097706, 2692.24, 0.00725428, 2692.24, 0.00038018, 2692.24, -0.004477, 2692.24, 0.01024272, 
2692.44, 0.05581108, 2692.44, 0.05111126, 2692.44, 0.00677904, 2692.44, 0.00083658, 2692.44, -0.00467944, 2692.44, 0.01022763, 
2692.64, 0.05657564, 2692.64, 0.05126555, 2692.64, 0.00662299, 2692.64, 0.00103339, 2692.64, -0.00392423, 2692.64, 0.01038728, 
2692.84, 0.05602346, 2692.84, 0.05059783, 2692.84, 0.00626249, 2692.84, 0.00059287, 2692.84, -0.00385429, 2692.84, 0.00968262, 
2693.04, 0.05575315, 2693.04, 0.04961787, 2693.04, 0.00521475, 2693.04, -0.00009777, 2693.04, -0.00444618, 2693.04, 0.00887143, 
2693.24, 0.05575195, 2693.24, 0.04924017, 2693.24, 0.00495146, 2693.24, 0.00012325, 2693.24, -0.00490489, 2693.24, 0.00871211, 
2693.44, 0.05574473, 2693.44, 0.04921407, 2693.44, 0.00474625, 2693.44, -0.00011411, 2693.44, -0.00489848, 2693.44, 0.00881152, 
2693.64, 0.05527385, 2693.64, 0.0488956, 2693.64, 0.00443033, 2693.64, -0.00055645, 2693.64, -0.00484295, 2693.64, 0.00901527, 
2693.84, 0.05541498, 2693.84, 0.04903, 2693.84, 0.00447246, 2693.84, -0.00088601, 2693.84, -0.00442852, 2693.84, 0.00885852, 
2694.04, 0.05564393, 2694.04, 0.04924683, 2694.04, 0.00509471, 2694.04, -0.00088321, 2694.04, -0.00462156, 2694.04, 0.00857735, 
2694.24, 0.05583979, 2694.24, 0.04963582, 2694.24, 0.00483571, 2694.24, -0.00072383, 2694.24, -0.00468981, 2694.24, 0.00844079, 
2694.44, 0.05628916, 2694.44, 0.04980987, 2694.44, 0.0053165, 2694.44, -0.00068496, 2694.44, -0.00427389, 2694.44, 0.0094346, 
2694.64, 0.05654407, 2694.64, 0.04912735, 2694.64, 0.00583375, 2694.64, -0.00032973, 2694.64, -0.00403328, 2694.64, 0.01000989, 
2694.84, 0.0565613, 2694.84, 0.0494758, 2694.84, 0.00664309, 2694.84, -0.00029262, 2694.84, -0.00370305, 2694.84, 0.01000491, 
2695.04, 0.05684288, 2695.04, 0.0502939, 2695.04, 0.00725067, 2695.04, 0.00026405, 2695.04, -0.00358564, 2695.04, 0.01049713, 
2695.24, 0.05748411, 2695.24, 0.05023946, 2695.24, 0.00802405, 2695.24, 0.00037993, 2695.24, -0.00284742, 2695.24, 0.01123572, 
2695.44, 0.05773214, 2695.44, 0.04966964, 2695.44, 0.00791428, 2695.44, 0.00039732, 2695.44, -0.00333845, 2695.44, 0.01148151, 
2695.64, 0.05811795, 2695.64, 0.0497883, 2695.64, 0.0083723, 2695.64, 0.00065022, 2695.64, -0.00346649, 2695.64, 0.01214856, 
2695.84, 0.05763244, 2695.84, 0.04940135, 2695.84, 0.00835049, 2695.84, 0.00104403, 2695.84, -0.00340915, 2695.84, 0.01167647, 
2696.04, 0.0575421, 2696.04, 0.04925595, 2696.04, 0.00821407, 2696.04, 0.00088425, 2696.04, -0.00369574, 2696.04, 0.01125275, 
2696.24, 0.05773147, 2696.24, 0.0496643, 2696.24, 0.00806766, 2696.24, 0.00060685, 2696.24, -0.00422746, 2696.24, 0.01129976, 
2696.44, 0.05762326, 2696.44, 0.04995629, 2696.44, 0.00785368, 2696.44, 0.00097865, 2696.44, -0.00376408, 2696.44, 0.01149233, 
2696.64, 0.0569316, 2696.64, 0.04960921, 2696.64, 0.00730754, 2696.64, 0.00071218, 2696.64, -0.00384991, 2696.64, 0.01107723, 
2696.84, 0.05592892, 2696.84, 0.04892429, 2696.84, 0.00671548, 2696.84, 0.00048203, 2696.84, -0.00390161, 2696.84, 0.01078047, 
2697.04, 0.05560164, 2697.04, 0.04855331, 2697.04, 0.00662467, 2697.04, 0.00019769, 2697.04, -0.00433193, 2697.04, 0.00995307, 
2697.24, 0.05511852, 2697.24, 0.04850893, 2697.24, 0.00654192, 2697.24, 0.00005817, 2697.24, -0.00414544, 2697.24, 0.00988148, 
2697.44, 0.05475456, 2697.44, 0.04847159, 2697.44, 0.00597263, 2697.44, -0.00026111, 2697.44, -0.00390589, 2697.44, 0.00947603, 
2697.64, 0.05449623, 2697.64, 0.04846081, 2697.64, 0.0059105, 2697.64, -0.00003525, 2697.64, -0.00392383, 2697.64, 0.00925182, 
2697.84, 0.05517304, 2697.84, 0.04882322, 2697.84, 0.00600075, 2697.84, 0.00011024, 2697.84, -0.00374271, 2697.84, 0.00923949, 
2698.04, 0.05531733, 2698.04, 0.04846355, 2698.04, 0.00591884, 2698.04, -0.00000885, 2698.04, -0.00399717, 2698.04, 0.00921948, 
2698.24, 0.05516546, 2698.24, 0.04870823, 2698.24, 0.00597395, 2698.24, 0.00060252, 2698.24, -0.00414055, 2698.24, 0.00941459, 
2698.44, 0.055436, 2698.44, 0.04906094, 2698.44, 0.00590888, 2698.44, 0.00085771, 2698.44, -0.00398131, 2698.44, 0.01038753, 
2698.64, 0.05615469, 2698.64, 0.04987944, 2698.64, 0.00667728, 2698.64, 0.00168499, 2698.64, -0.00336572, 2698.64, 0.01099691, 
2698.84, 0.05649675, 2698.84, 0.04998931, 2698.84, 0.00721381, 2698.84, 0.00181523, 2698.84, -0.00304157, 2698.84, 0.01137356, 
2699.04, 0.05627676, 2699.04, 0.05019743, 2699.04, 0.0073907, 2699.04, 0.00203675, 2699.04, -0.00332459, 2699.04, 0.01190759, 
2699.24, 0.05620278, 2699.24, 0.04959721, 2699.24, 0.00771837, 2699.24, 0.00183702, 2699.24, -0.00327222, 2699.24, 0.01221344, 
2699.44, 0.0559654, 2699.44, 0.04962168, 2699.44, 0.00772056, 2699.44, 0.00183501, 2699.44, -0.00387749, 2699.44, 0.01245034, 
2699.64, 0.05574995, 2699.64, 0.04990136, 2699.64, 0.00733332, 2699.64, 0.00166621, 2699.64, -0.00391846, 2699.64, 0.01220009, 
2699.84, 0.05585084, 2699.84, 0.05025748, 2699.84, 0.00731346, 2699.84, 0.00161084, 2699.84, -0.00333963, 2699.84, 0.01210335, 
2700.04, 0.05587274, 2700.04, 0.04980607, 2700.04, 0.00714802, 2700.04, 0.00108, 2700.04, -0.0031991, 2700.04, 0.0119815, 
2700.24, 0.0560662, 2700.24, 0.05023464, 2700.24, 0.00708599, 2700.24, 0.00056299, 2700.24, -0.0030975, 2700.24, 0.0129831, 
2700.44, 0.05577412, 2700.44, 0.05021626, 2700.44, 0.00734248, 2700.44, 0.00063077, 2700.44, -0.00233075, 2700.44, 0.01225828, 
2700.64, 0.05496871, 2700.64, 0.05007279, 2700.64, 0.00648533, 2700.64, 0.00007539, 2700.64, -0.0023297, 2700.64, 0.01160301, 
2700.84, 0.05552165, 2700.84, 0.04995282, 2700.84, 0.00695491, 2700.84, -0.00024661, 2700.84, -0.00213773, 2700.84, 0.01081328, 
2701.04, 0.05533672, 2701.04, 0.04941594, 2701.04, 0.00672059, 2701.04, -0.00093883, 2701.04, -0.00327362, 2701.04, 0.00962955, 
2701.24, 0.05516201, 2701.24, 0.04933159, 2701.24, 0.00641714, 2701.24, -0.0008679, 2701.24, -0.00330279, 2701.24, 0.00883579, 
2701.44, 0.0552748, 2701.44, 0.04920814, 2701.44, 0.00636376, 2701.44, -0.00106216, 2701.44, -0.00385991, 2701.44, 0.00808581, 
2701.64, 0.05542518, 2701.64, 0.04943456, 2701.64, 0.00637636, 2701.64, -0.00085652, 2701.64, -0.00450472, 2701.64, 0.00760669, 
2701.84, 0.05627549, 2701.84, 0.04961552, 2701.84, 0.00635227, 2701.84, -0.00109301, 2701.84, -0.00493844, 2701.84, 0.00753574, 
2702.04, 0.0567519, 2702.04, 0.04965999, 2702.04, 0.0063182, 2702.04, -0.00070646, 2702.04, -0.00544075, 2702.04, 0.00756365, 
2702.24, 0.05696192, 2702.24, 0.04992498, 2702.24, 0.00605554, 2702.24, -0.00052304, 2702.24, -0.00584963, 2702.24, 0.00734653, 
2702.44, 0.0574758, 2702.44, 0.05030744, 2702.44, 0.00577409, 2702.44, -0.00006109, 2702.44, -0.00609307, 2702.44, 0.00777713, 
2702.64, 0.05724691, 2702.64, 0.05008663, 2702.64, 0.00578064, 2702.64, 0.00005386, 2702.64, -0.00637551, 2702.64, 0.00776889, 
2702.84, 0.0572332, 2702.84, 0.04937715, 2702.84, 0.00527049, 2702.84, -0.00006242, 2702.84, -0.00657722, 2702.84, 0.0077032, 
2703.04, 0.05643411, 2703.04, 0.04877573, 2703.04, 0.00480291, 2703.04, 0.00005778, 2703.04, -0.00674951, 2703.04, 0.0080341, 
2703.24, 0.05627493, 2703.24, 0.04829924, 2703.24, 0.00524585, 2703.24, 0.0005555, 2703.24, -0.00638168, 2703.24, 0.00876828, 
2703.44, 0.05571844, 2703.44, 0.0479775, 2703.44, 0.00463057, 2703.44, 0.00052725, 2703.44, -0.00686575, 2703.44, 0.00900943, 
2703.64, 0.05548948, 2703.64, 0.04768577, 2703.64, 0.00408808, 2703.64, 0.00048865, 2703.64, -0.00728965, 2703.64, 0.00874151, 
2703.84, 0.05571807, 2703.84, 0.04771538, 2703.84, 0.00415032, 2703.84, 0.00060588, 2703.84, -0.00675379, 2703.84, 0.00973706, 
2704.04, 0.0547066, 2704.04, 0.04699505, 2704.04, 0.00367796, 2704.04, -0.00004035, 2704.04, -0.00705443, 2704.04, 0.00966922, 
2704.24, 0.05422898, 2704.24, 0.0473173, 2704.24, 0.00336879, 2704.24, -0.00046913, 2704.24, -0.00709786, 2704.24, 0.01003953, 
2704.44, 0.05331969, 2704.44, 0.04655722, 2704.44, 0.00343296, 2704.44, -0.00046324, 2704.44, -0.00713766, 2704.44, 0.00901626, 
2704.64, 0.05332243, 2704.64, 0.04652613, 2704.64, 0.00377087, 2704.64, -0.00042086, 2704.64, -0.00679112, 2704.64, 0.0093121, 
2704.84, 0.05344406, 2704.84, 0.04637415, 2704.84, 0.00404777, 2704.84, -0.0004075, 2704.84, -0.00723252, 2704.84, 0.00881747, 
2705.04, 0.05323101, 2705.04, 0.04682308, 2705.04, 0.00421188, 2705.04, -0.00077381, 2705.04, -0.00702585, 2705.04, 0.00909397, 
2705.24, 0.05297105, 2705.24, 0.04716255, 2705.24, 0.00489669, 2705.24, -0.00026002, 2705.24, -0.00701945, 2705.24, 0.00906378, 
2705.44, 0.05333867, 2705.44, 0.04711139, 2705.44, 0.00567614, 2705.44, -0.00038039, 2705.44, -0.00725024, 2705.44, 0.00896797, 
2705.64, 0.05335226, 2705.64, 0.04708847, 2705.64, 0.00553345, 2705.64, -0.00044162, 2705.64, -0.007795, 2705.64, 0.00845901, 
2705.84, 0.05429534, 2705.84, 0.047673, 2705.84, 0.0058693, 2705.84, -0.00069935, 2705.84, -0.0075041, 2705.84, 0.00879756, 
2706.04, 0.05464945, 2706.04, 0.04799885, 2706.04, 0.00613854, 2706.04, -0.0007917, 2706.04, -0.0070416, 2706.04, 0.00871886, 
2706.24, 0.05476297, 2706.24, 0.04812722, 2706.24, 0.00607469, 2706.24, -0.00134111, 2706.24, -0.00627747, 2706.24, 0.00847108, 
2706.44, 0.05471114, 2706.44, 0.04864555, 2706.44, 0.00644104, 2706.44, -0.00133306, 2706.44, -0.00536768, 2706.44, 0.00852155, 
2706.64, 0.05501564, 2706.64, 0.04863424, 2706.64, 0.00613868, 2706.64, -0.00128577, 2706.64, -0.00443157, 2706.64, 0.00881234, 
2706.84, 0.05560675, 2706.84, 0.04891925, 2706.84, 0.00664176, 2706.84, -0.00065604, 2706.84, -0.00310701, 2706.84, 0.00948193, 
2707.04, 0.05589577, 2707.04, 0.04913358, 2707.04, 0.00713348, 2707.04, -0.00042865, 2707.04, -0.00223931, 2707.04, 0.0102014, 
2707.24, 0.0566259, 2707.24, 0.04927022, 2707.24, 0.00703477, 2707.24, 0.00037949, 2707.24, -0.00189523, 2707.24, 0.01071404, 
2707.44, 0.05696083, 2707.44, 0.04909011, 2707.44, 0.00664459, 2707.44, 0.00014111, 2707.44, -0.0022845, 2707.44, 0.01058855, 
2707.64, 0.05751202, 2707.64, 0.04925655, 2707.64, 0.00635609, 2707.64, 0.00008609, 2707.64, -0.00247461, 2707.64, 0.01062925, 
2707.84, 0.05801622, 2707.84, 0.04942359, 2707.84, 0.0065181, 2707.84, 0.00049937, 2707.84, -0.00223728, 2707.84, 0.01111676, 
2708.04, 0.05786424, 2708.04, 0.04982191, 2708.04, 0.00677182, 2708.04, 0.00081577, 2708.04, -0.00147888, 2708.04, 0.01141974, 
2708.24, 0.05783552, 2708.24, 0.04996678, 2708.24, 0.00640873, 2708.24, 0.00072223, 2708.24, -0.00153613, 2708.24, 0.01167188, 
2708.44, 0.05755119, 2708.44, 0.04973443, 2708.44, 0.00644068, 2708.44, 0.00127285, 2708.44, -0.00192886, 2708.44, 0.01170494, 
2708.64, 0.05756075, 2708.64, 0.05001898, 2708.64, 0.00690575, 2708.64, 0.00135387, 2708.64, -0.00204491, 2708.64, 0.01195962, 
2708.84, 0.05761747, 2708.84, 0.05049658, 2708.84, 0.00693795, 2708.84, 0.0015512, 2708.84, -0.0020908, 2708.84, 0.01188719, 
2709.04, 0.05702339, 2709.04, 0.05045224, 2709.04, 0.00728901, 2709.04, 0.00139066, 2709.04, -0.00265839, 2709.04, 0.01172021, 
2709.24, 0.05624337, 2709.24, 0.04991808, 2709.24, 0.00716797, 2709.24, 0.00158475, 2709.24, -0.00388527, 2709.24, 0.01107421, 
2709.44, 0.0564021, 2709.44, 0.04971216, 2709.44, 0.00705842, 2709.44, 0.00169744, 2709.44, -0.00431698, 2709.44, 0.01028848, 
2709.64, 0.05625231, 2709.64, 0.05024476, 2709.64, 0.00689577, 2709.64, 0.0017725, 2709.64, -0.004348, 2709.64, 0.01013602, 
2709.84, 0.05600219, 2709.84, 0.05119937, 2709.84, 0.00738966, 2709.84, 0.00130637, 2709.84, -0.00442794, 2709.84, 0.01000654, 
2710.04, 0.05551976, 2710.04, 0.05089431, 2710.04, 0.00699095, 2710.04, 0.00097979, 2710.04, -0.00431657, 2710.04, 0.0098252, 
2710.24, 0.05522993, 2710.24, 0.05066366, 2710.24, 0.00714451, 2710.24, 0.00076048, 2710.24, -0.00406085, 2710.24, 0.00976852, 
2710.44, 0.05532299, 2710.44, 0.05114397, 2710.44, 0.00764756, 2710.44, 0.0013178, 2710.44, -0.003804, 2710.44, 0.01016586, 
2710.64, 0.05616656, 2710.64, 0.05109478, 2710.64, 0.00827466, 2710.64, 0.00167147, 2710.64, -0.00382676, 2710.64, 0.01064603, 
2710.84, 0.05587379, 2710.84, 0.05122817, 2710.84, 0.00872966, 2710.84, 0.00153599, 2710.84, -0.00418186, 2710.84, 0.01071815, 
2711.04, 0.05660507, 2711.04, 0.05169926, 2711.04, 0.00889176, 2711.04, 0.00163635, 2711.04, -0.00364698, 2711.04, 0.01125417, 
2711.24, 0.05678582, 2711.24, 0.05092794, 2711.24, 0.00812413, 2711.24, 0.00164229, 2711.24, -0.00417458, 2711.24, 0.01116532, 
2711.44, 0.05739413, 2711.44, 0.05103497, 2711.44, 0.00884289, 2711.44, 0.00164847, 2711.44, -0.0040015, 2711.44, 0.01157742, 
2711.64, 0.05779376, 2711.64, 0.05090763, 2711.64, 0.00876198, 2711.64, 0.00166303, 2711.64, -0.0041763, 2711.64, 0.01178083, 
2711.84, 0.05797189, 2711.84, 0.05095232, 2711.84, 0.0094096, 2711.84, 0.00216644, 2711.84, -0.00361815, 2711.84, 0.01238253, 
2712.04, 0.05771213, 2712.04, 0.05060322, 2712.04, 0.00910247, 2712.04, 0.00204914, 2712.04, -0.00338219, 2712.04, 0.01271327, 
2712.24, 0.05728741, 2712.24, 0.04992451, 2712.24, 0.00867771, 2712.24, 0.00196583, 2712.24, -0.00390384, 2712.24, 0.01239339, 
2712.44, 0.05706477, 2712.44, 0.0498025, 2712.44, 0.00885909, 2712.44, 0.00210396, 2712.44, -0.00413087, 2712.44, 0.01230891, 
2712.64, 0.05701952, 2712.64, 0.04945092, 2712.64, 0.00894579, 2712.64, 0.00149945, 2712.64, -0.00423061, 2712.64, 0.01201241, 
2712.84, 0.05641278, 2712.84, 0.04894682, 2712.84, 0.00854014, 2712.84, 0.00134135, 2712.84, -0.00418582, 2712.84, 0.01146789, 
2713.04, 0.05546715, 2713.04, 0.04802462, 2713.04, 0.00743431, 2713.04, 0.00045478, 2713.04, -0.00548811, 2713.04, 0.01025929, 
2713.24, 0.05540224, 2713.24, 0.04797116, 2713.24, 0.00690453, 2713.24, 0.00015505, 2713.24, -0.00579377, 2713.24, 0.00969679, 
2713.44, 0.05529306, 2713.44, 0.0477834, 2713.44, 0.00637062, 2713.44, 0.00001747, 2713.44, -0.00593845, 2713.44, 0.00913061, 
2713.64, 0.05492266, 2713.64, 0.04786813, 2713.64, 0.00617263, 2713.64, 0.00035341, 2713.64, -0.00569982, 2713.64, 0.00891242, 
2713.84, 0.05456933, 2713.84, 0.04785179, 2713.84, 0.00578108, 2713.84, 0.00036015, 2713.84, -0.00561922, 2713.84, 0.00899787, 
2714.04, 0.05435317, 2714.04, 0.04680682, 2714.04, 0.00498972, 2714.04, 0.00058108, 2714.04, -0.00569713, 2714.04, 0.00888294, 
2714.24, 0.05391733, 2714.24, 0.04659655, 2714.24, 0.00507239, 2714.24, 0.00068725, 2714.24, -0.00560631, 2714.24, 0.00846575, 
2714.44, 0.05415053, 2714.44, 0.04710323, 2714.44, 0.00525577, 2714.44, 0.00117328, 2714.44, -0.00557203, 2714.44, 0.00874393, 
2714.64, 0.05422358, 2714.64, 0.04773216, 2714.64, 0.00532475, 2714.64, 0.00116483, 2714.64, -0.00533795, 2714.64, 0.00864941, 
2714.84, 0.05398437, 2714.84, 0.04760974, 2714.84, 0.00484004, 2714.84, 0.00080528, 2714.84, -0.00501204, 2714.84, 0.00808697, 
