t1B1c1, t1B1c1, t1C1c1, t1C1c1, t1D1c1, t1D1c1, t1E1c1, t1E1c1, t1F1c1, t1F1c1, t1G1c1, t1G1c1, 
Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, 
p1B6, , p1C6, , p1D6, , p1E6, , p1F6, , p1G6, , 
X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, 
1709.04, 0.04407209, 1709.04, 0.00594107, 1709.04, 0.00056981, 1709.04, -0.00147087, 1709.04, 0.00067819, 1709.04, 0.00069134, 
1709.24, 0.04344065, 1709.24, 0.0064229, 1709.24, 0.000401, 1709.24, -0.00166325, 1709.24, 0.00079425, 1709.24, 0.0004781, 
1709.44, 0.04388722, 1709.44, 0.00717435, 1709.44, 0.00073637, 1709.44, -0.00155892, 1709.44, 0.00115979, 1709.44, 0.00049667, 
1709.64, 0.04381379, 1709.64, 0.00702986, 1709.64, 0.00086908, 1709.64, -0.00154271, 1709.64, 0.00109891, 1709.64, -0.00001467, 
1709.84, 0.04388343, 1709.84, 0.00697438, 1709.84, 0.00116935, 1709.84, -0.00145079, 1709.84, 0.00045956, 1709.84, -0.00062204, 
1710.04, 0.04393257, 1710.04, 0.00647847, 1710.04, 0.00092193, 1710.04, -0.00171954, 1710.04, 0.00000989, 1710.04, -0.000968, 
1710.24, 0.04362661, 1710.24, 0.00585881, 1710.24, 0.00061037, 1710.24, -0.00187407, 1710.24, -0.00065371, 1710.24, -0.00178053, 
1710.44, 0.04345435, 1710.44, 0.00555023, 1710.44, 0.00042695, 1710.44, -0.00187074, 1710.44, -0.00120955, 1710.44, -0.00185356, 
1710.64, 0.04335018, 1710.64, 0.00493373, 1710.64, 0.000595, 1710.64, -0.00236231, 1710.64, -0.00178067, 1710.64, -0.00213441, 
1710.84, 0.04386467, 1710.84, 0.00516745, 1710.84, 0.00189876, 1710.84, -0.00191941, 1710.84, -0.00077967, 1710.84, -0.00135899, 
1711.04, 0.04431717, 1711.04, 0.00482374, 1711.04, 0.00202157, 1711.04, -0.00209456, 1711.04, -0.00112574, 1711.04, -0.00052626, 
1711.24, 0.04511187, 1711.24, 0.00463063, 1711.24, 0.00268325, 1711.24, -0.00215019, 1711.24, -0.00022301, 1711.24, -0.00006633, 
1711.44, 0.0450812, 1711.44, 0.00410691, 1711.44, 0.00264114, 1711.44, -0.00246293, 1711.44, -0.00068995, 1711.44, -0.00039692, 
1711.64, 0.0449735, 1711.64, 0.00346303, 1711.64, 0.0021171, 1711.64, -0.00287434, 1711.64, -0.00083514, 1711.64, -0.00085513, 
1711.84, 0.04519883, 1711.84, 0.0035724, 1711.84, 0.00209943, 1711.84, -0.00284252, 1711.84, -0.00109251, 1711.84, -0.00083652, 
1712.04, 0.04550535, 1712.04, 0.00318899, 1712.04, 0.00202664, 1712.04, -0.00270815, 1712.04, -0.00115268, 1712.04, -0.00094961, 
1712.24, 0.04620107, 1712.24, 0.00320695, 1712.24, 0.00220679, 1712.24, -0.00267245, 1712.24, -0.00095341, 1712.24, -0.00086178, 
1712.44, 0.04688975, 1712.44, 0.00408368, 1712.44, 0.00242307, 1712.44, -0.00245803, 1712.44, -0.00032505, 1712.44, -0.00050504, 
1712.64, 0.04695352, 1712.64, 0.00392555, 1712.64, 0.00262131, 1712.64, -0.00255571, 1712.64, -0.00020309, 1712.64, -0.00052059, 
1712.84, 0.04741952, 1712.84, 0.00462189, 1712.84, 0.00318395, 1712.84, -0.00251474, 1712.84, 0.00025431, 1712.84, 0.0000547, 
1713.04, 0.04720474, 1713.04, 0.00518637, 1713.04, 0.00311811, 1713.04, -0.00299619, 1713.04, 0.00025922, 1713.04, -0.00006237, 
1713.24, 0.046745, 1713.24, 0.00548319, 1713.24, 0.00251397, 1713.24, -0.00324674, 1713.24, -0.00051303, 1713.24, -0.00069961, 
1713.44, 0.04675518, 1713.44, 0.00571273, 1713.44, 0.00230253, 1713.44, -0.00319136, 1713.44, -0.00037571, 1713.44, -0.00110378, 
1713.64, 0.04676317, 1713.64, 0.00582806, 1713.64, 0.00231825, 1713.64, -0.00284463, 1713.64, 0.00001344, 1713.64, -0.00135903, 
1713.84, 0.04767259, 1713.84, 0.00638876, 1713.84, 0.00278895, 1713.84, -0.00171279, 1713.84, 0.00039934, 1713.84, -0.00072747, 
1714.04, 0.04781495, 1714.04, 0.0062294, 1714.04, 0.00243047, 1714.04, -0.00098059, 1714.04, 0.00069758, 1714.04, -0.00074657, 
1714.24, 0.04787309, 1714.24, 0.00639621, 1714.24, 0.00188914, 1714.24, -0.00058327, 1714.24, 0.00071192, 1714.24, -0.0004498, 
1714.44, 0.04827124, 1714.44, 0.00663699, 1714.44, 0.00201941, 1714.44, -0.00028903, 1714.44, 0.00108093, 1714.44, 0.00032399, 
1714.64, 0.04803514, 1714.64, 0.00684688, 1714.64, 0.00244651, 1714.64, -0.00034537, 1714.64, 0.00127701, 1714.64, 0.00072249, 
1714.84, 0.04839047, 1714.84, 0.00700737, 1714.84, 0.00298604, 1714.84, -0.00038947, 1714.84, 0.00135247, 1714.84, 0.0008218, 
1715.04, 0.04864226, 1715.04, 0.00719861, 1715.04, 0.00267778, 1715.04, -0.00025409, 1715.04, 0.00106165, 1715.04, 0.00116882, 
1715.24, 0.04843765, 1715.24, 0.0071712, 1715.24, 0.00304384, 1715.24, -0.00004596, 1715.24, 0.00134981, 1715.24, 0.00080242, 
1715.44, 0.0480676, 1715.44, 0.00733947, 1715.44, 0.00281826, 1715.44, -0.00038615, 1715.44, 0.00067231, 1715.44, 0.00035173, 
1715.64, 0.04769784, 1715.64, 0.00757978, 1715.64, 0.00220409, 1715.64, -0.00042728, 1715.64, 0.0005564, 1715.64, -0.00007381, 
1715.84, 0.04783779, 1715.84, 0.00779909, 1715.84, 0.00187432, 1715.84, -0.00001198, 1715.84, 0.0005443, 1715.84, -0.00043341, 
1716.04, 0.04774384, 1716.04, 0.007479, 1716.04, 0.00143449, 1716.04, -0.00040115, 1716.04, 0.00010127, 1716.04, -0.00082138, 
1716.24, 0.04806778, 1716.24, 0.00731072, 1716.24, 0.00144868, 1716.24, -0.00059677, 1716.24, 0.00035204, 1716.24, -0.00141849, 
1716.44, 0.04820053, 1716.44, 0.00719623, 1716.44, 0.00123699, 1716.44, -0.00097001, 1716.44, 0.00045946, 1716.44, -0.00152154, 
1716.64, 0.04798444, 1716.64, 0.00677967, 1716.64, 0.00142902, 1716.64, -0.00172119, 1716.64, 0.00005505, 1716.64, -0.0015805, 
1716.84, 0.04775808, 1716.84, 0.0070039, 1716.84, 0.00111654, 1716.84, -0.00243048, 1716.84, 0.00000413, 1716.84, -0.00133719, 
1717.04, 0.04724807, 1717.04, 0.00679946, 1717.04, 0.00104026, 1717.04, -0.00286332, 1717.04, -0.0002159, 1717.04, -0.00131874, 
1717.24, 0.04699397, 1717.24, 0.00650319, 1717.24, 0.00030877, 1717.24, -0.00281104, 1717.24, -0.00049361, 1717.24, -0.0013557, 
1717.44, 0.04717251, 1717.44, 0.00665867, 1717.44, -0.00009593, 1717.44, -0.00282872, 1717.44, -0.00040242, 1717.44, -0.00160661, 
1717.64, 0.04779449, 1717.64, 0.00676987, 1717.64, 0.00020093, 1717.64, -0.0024651, 1717.64, -0.00002941, 1717.64, -0.00082634, 
1717.84, 0.04809204, 1717.84, 0.00674965, 1717.84, 0.00005958, 1717.84, -0.00184878, 1717.84, 0.00013135, 1717.84, -0.00046413, 
1718.04, 0.04740901, 1718.04, 0.00626136, 1718.04, -0.00044194, 1718.04, -0.0021071, 1718.04, -0.00017426, 1718.04, -0.00073238, 
1718.24, 0.04728101, 1718.24, 0.00620318, 1718.24, -0.00008698, 1718.24, -0.00221437, 1718.24, -0.0004238, 1718.24, -0.00068358, 
1718.44, 0.04716444, 1718.44, 0.00614299, 1718.44, 0.00036893, 1718.44, -0.00245722, 1718.44, -0.0001102, 1718.44, -0.00078872, 
1718.64, 0.04700836, 1718.64, 0.00608465, 1718.64, 0.00091575, 1718.64, -0.00247089, 1718.64, -0.00033326, 1718.64, -0.0007903, 
1718.84, 0.0475909, 1718.84, 0.00640536, 1718.84, 0.00102538, 1718.84, -0.00209986, 1718.84, -0.00037276, 1718.84, -0.00101411, 
1719.04, 0.04716633, 1719.04, 0.00633946, 1719.04, 0.00113637, 1719.04, -0.00191763, 1719.04, -0.00038523, 1719.04, -0.00068546, 
1719.24, 0.04654478, 1719.24, 0.0063228, 1719.24, 0.00104438, 1719.24, -0.00205505, 1719.24, -0.00111819, 1719.24, -0.00183168, 
1719.44, 0.04685259, 1719.44, 0.00648886, 1719.44, 0.0004614, 1719.44, -0.0020791, 1719.44, -0.00144927, 1719.44, -0.00217473, 
1719.64, 0.04651261, 1719.64, 0.00669059, 1719.64, 0.00079469, 1719.64, -0.00170223, 1719.64, -0.00148327, 1719.64, -0.00232605, 
1719.84, 0.04730901, 1719.84, 0.00700853, 1719.84, 0.0011074, 1719.84, -0.0022415, 1719.84, -0.00176053, 1719.84, -0.00223975, 
1720.04, 0.04762893, 1720.04, 0.00658438, 1720.04, 0.00083687, 1720.04, -0.00266022, 1720.04, -0.00195778, 1720.04, -0.00273127, 
1720.24, 0.04798181, 1720.24, 0.00705253, 1720.24, 0.00072464, 1720.24, -0.00299791, 1720.24, -0.00144561, 1720.24, -0.00296822, 
1720.44, 0.04778028, 1720.44, 0.00717272, 1720.44, 0.00055645, 1720.44, -0.00386537, 1720.44, -0.00147833, 1720.44, -0.00294074, 
1720.64, 0.04796052, 1720.64, 0.00791753, 1720.64, 0.00088494, 1720.64, -0.00395, 1720.64, -0.0013676, 1720.64, -0.00177938, 
1720.84, 0.04901079, 1720.84, 0.00924027, 1720.84, 0.00144849, 1720.84, -0.00322399, 1720.84, -0.00081137, 1720.84, -0.00087363, 
1721.04, 0.04872702, 1721.04, 0.00944225, 1721.04, 0.00158197, 1721.04, -0.00293343, 1721.04, -0.00072034, 1721.04, -0.00058156, 
1721.24, 0.04843471, 1721.24, 0.00964868, 1721.24, 0.00137673, 1721.24, -0.0026668, 1721.24, -0.00068881, 1721.24, -0.00083637, 
1721.44, 0.04884722, 1721.44, 0.00985114, 1721.44, 0.00086371, 1721.44, -0.00291323, 1721.44, -0.00101125, 1721.44, -0.00132108, 
1721.64, 0.04848443, 1721.64, 0.00985367, 1721.64, 0.00143441, 1721.64, -0.00293578, 1721.64, -0.00105963, 1721.64, -0.00116648, 
1721.84, 0.04790833, 1721.84, 0.00964448, 1721.84, 0.00131399, 1721.84, -0.0028839, 1721.84, -0.00118479, 1721.84, -0.00144624, 
1722.04, 0.04809814, 1722.04, 0.00973656, 1722.04, 0.00163979, 1722.04, -0.00276312, 1722.04, -0.00108813, 1722.04, -0.00119569, 
1722.24, 0.0483711, 1722.24, 0.00993741, 1722.24, 0.00212667, 1722.24, -0.00251556, 1722.24, -0.00025701, 1722.24, -0.00087466, 
1722.44, 0.04822453, 1722.44, 0.00985675, 1722.44, 0.00161446, 1722.44, -0.00205278, 1722.44, 0.00043589, 1722.44, -0.00090104, 
1722.64, 0.04799971, 1722.64, 0.00934926, 1722.64, 0.00156566, 1722.64, -0.00137523, 1722.64, 0.00039396, 1722.64, -0.00017414, 
1722.84, 0.04834246, 1722.84, 0.00914694, 1722.84, 0.00126691, 1722.84, -0.00072192, 1722.84, 0.00061038, 1722.84, 0.00004648, 
1723.04, 0.04837783, 1723.04, 0.00855336, 1723.04, 0.00107284, 1723.04, -0.00033312, 1723.04, 0.0000528, 1723.04, 0.0000111, 
1723.24, 0.04854986, 1723.24, 0.00810338, 1723.24, 0.00071386, 1723.24, 0.00002001, 1723.24, 0.00018654, 1723.24, -0.00058635, 
1723.44, 0.04927271, 1723.44, 0.00817143, 1723.44, 0.00106056, 1723.44, 0.00028361, 1723.44, 0.00019909, 1723.44, 0.00029386, 
1723.64, 0.04922625, 1723.64, 0.0079904, 1723.64, 0.00170594, 1723.64, 0.00045335, 1723.64, 0.00043525, 1723.64, 0.00073722, 
1723.84, 0.04912213, 1723.84, 0.00787802, 1723.84, 0.00105049, 1723.84, 0.00010074, 1723.84, 0.00021355, 1723.84, 0.00042363, 
1724.04, 0.0493039, 1724.04, 0.00768454, 1724.04, 0.00136861, 1724.04, 0.00057246, 1724.04, 0.00080319, 1724.04, 0.00036452, 
1724.24, 0.04953335, 1724.24, 0.00784813, 1724.24, 0.00162335, 1724.24, -0.00025107, 1724.24, 0.00086193, 1724.24, 0.00046666, 
1724.44, 0.04969877, 1724.44, 0.00765977, 1724.44, 0.00192267, 1724.44, -0.00058211, 1724.44, 0.00058463, 1724.44, 0.00069547, 
1724.64, 0.05077034, 1724.64, 0.00871605, 1724.64, 0.00244846, 1724.64, 0.00024157, 1724.64, 0.00112038, 1724.64, 0.00138569, 
1724.84, 0.05081531, 1724.84, 0.00924176, 1724.84, 0.00240965, 1724.84, -0.00030267, 1724.84, 0.00093677, 1724.84, 0.00117797, 
1725.04, 0.05042177, 1725.04, 0.0088638, 1725.04, 0.00248742, 1725.04, -0.00056109, 1725.04, 0.00121007, 1725.04, 0.00084886, 
1725.24, 0.05048994, 1725.24, 0.00906974, 1725.24, 0.00285303, 1725.24, -0.00079071, 1725.24, 0.00127061, 1725.24, 0.00088945, 
1725.44, 0.05040823, 1725.44, 0.00884213, 1725.44, 0.00271077, 1725.44, -0.00153023, 1725.44, 0.00098285, 1725.44, 0.0008535, 
1725.64, 0.04994697, 1725.64, 0.00919129, 1725.64, 0.00368183, 1725.64, -0.00112662, 1725.64, 0.00094137, 1725.64, 0.00062294, 
1725.84, 0.04995133, 1725.84, 0.00931292, 1725.84, 0.00342093, 1725.84, -0.00089654, 1725.84, 0.00121037, 1725.84, 0.00070233, 
1726.04, 0.05007898, 1726.04, 0.0098417, 1726.04, 0.00340383, 1726.04, -0.00076287, 1726.04, 0.00133619, 1726.04, 0.0004453, 
1726.24, 0.04991189, 1726.24, 0.00995357, 1726.24, 0.00311159, 1726.24, -0.0009914, 1726.24, 0.00121741, 1726.24, 0.00017862, 
1726.44, 0.04966929, 1726.44, 0.00972812, 1726.44, 0.00267843, 1726.44, -0.00074367, 1726.44, 0.00084041, 1726.44, 0.00012011, 
1726.64, 0.0495767, 1726.64, 0.00950051, 1726.64, 0.00271909, 1726.64, -0.0007442, 1726.64, 0.00050157, 1726.64, 0.00012701, 
1726.84, 0.04945659, 1726.84, 0.00937783, 1726.84, 0.00245917, 1726.84, -0.00118977, 1726.84, 0.00075988, 1726.84, -0.00023131, 
1727.04, 0.0492068, 1727.04, 0.00902023, 1727.04, 0.00188939, 1727.04, -0.00168591, 1727.04, 0.00054533, 1727.04, -0.00024997, 
1727.24, 0.04845371, 1727.24, 0.00898186, 1727.24, 0.0015675, 1727.24, -0.00168515, 1727.24, 0.0005136, 1727.24, -0.00041342, 
1727.44, 0.04828109, 1727.44, 0.00933586, 1727.44, 0.00189325, 1727.44, -0.00170087, 1727.44, 0.00085976, 1727.44, -0.00001923, 
1727.64, 0.04768677, 1727.64, 0.0094798, 1727.64, 0.00194574, 1727.64, -0.00155237, 1727.64, 0.00116267, 1727.64, 0.00007241, 
1727.84, 0.04717302, 1727.84, 0.00936733, 1727.84, 0.00139803, 1727.84, -0.00238992, 1727.84, 0.00075507, 1727.84, -0.00091463, 
1728.04, 0.04747013, 1728.04, 0.00950174, 1728.04, 0.00195525, 1728.04, -0.00268364, 1728.04, 0.0009589, 1728.04, -0.00075819, 
1728.24, 0.04776228, 1728.24, 0.00926456, 1728.24, 0.0010969, 1728.24, -0.00342891, 1728.24, -0.00000123, 1728.24, -0.00096932, 
1728.44, 0.04836769, 1728.44, 0.00920168, 1728.44, 0.00091409, 1728.44, -0.00289068, 1728.44, 0.00010691, 1728.44, -0.00062505, 
1728.64, 0.04877943, 1728.64, 0.00972457, 1728.64, 0.00109724, 1728.64, -0.00255537, 1728.64, 0.00004351, 1728.64, -0.00017575, 
1728.84, 0.04870935, 1728.84, 0.00969115, 1728.84, 0.00100315, 1728.84, -0.00275145, 1728.84, -0.00048348, 1728.84, 0.0002962, 
1729.04, 0.04937793, 1729.04, 0.01000863, 1729.04, 0.0014612, 1729.04, -0.00189892, 1729.04, -0.00015952, 1729.04, 0.00084244, 
1729.24, 0.04952786, 1729.24, 0.0095934, 1729.24, 0.00085733, 1729.24, -0.00292989, 1729.24, -0.00062638, 1729.24, 0.00057208, 
1729.44, 0.0497496, 1729.44, 0.00984283, 1729.44, 0.00095269, 1729.44, -0.00237209, 1729.44, -0.00074024, 1729.44, 0.00117196, 
1729.64, 0.04970502, 1729.64, 0.00991064, 1729.64, 0.00082708, 1729.64, -0.00178363, 1729.64, -0.00097555, 1729.64, 0.00076228, 
1729.84, 0.05017255, 1729.84, 0.00995079, 1729.84, 0.00073139, 1729.84, -0.00117441, 1729.84, -0.0006974, 1729.84, 0.00071051, 
1730.04, 0.05032703, 1730.04, 0.00964174, 1730.04, 0.00049935, 1730.04, -0.00130967, 1730.04, -0.00064577, 1730.04, 0.00037191, 
1730.24, 0.0503229, 1730.24, 0.00873664, 1730.24, 0.00036257, 1730.24, -0.00200934, 1730.24, -0.00067844, 1730.24, 0.00030945, 
1730.44, 0.05022626, 1730.44, 0.00892317, 1730.44, 0.00046339, 1730.44, -0.00184673, 1730.44, -0.0000369, 1730.44, 0.00063382, 
1730.64, 0.04990528, 1730.64, 0.00837146, 1730.64, -0.0002293, 1730.64, -0.0025824, 1730.64, 0.00005001, 1730.64, -0.00011684, 
1730.84, 0.04966843, 1730.84, 0.00782436, 1730.84, -0.00075798, 1730.84, -0.00305442, 1730.84, 0.00033027, 1730.84, -0.00013925, 
1731.04, 0.04964389, 1731.04, 0.00769508, 1731.04, -0.00084702, 1731.04, -0.00309671, 1731.04, 0.0008374, 1731.04, 0.00025571, 
1731.24, 0.04907608, 1731.24, 0.00747681, 1731.24, -0.00064882, 1731.24, -0.00314023, 1731.24, 0.00100428, 1731.24, -0.00019056, 
1731.44, 0.04939515, 1731.44, 0.00762832, 1731.44, 0.00003334, 1731.44, -0.00332363, 1731.44, 0.0020213, 1731.44, 0.00018023, 
1731.64, 0.04923331, 1731.64, 0.00781221, 1731.64, 0.00026778, 1731.64, -0.00353379, 1731.64, 0.00225313, 1731.64, 0.00014785, 
1731.84, 0.04924893, 1731.84, 0.0081208, 1731.84, 0.0002623, 1731.84, -0.00357463, 1731.84, 0.00275538, 1731.84, 0.00012393, 
1732.04, 0.04921416, 1732.04, 0.0085255, 1732.04, 0.00103803, 1732.04, -0.00272089, 1732.04, 0.00272319, 1732.04, 0.00056314, 
1732.24, 0.04961049, 1732.24, 0.00880152, 1732.24, 0.00084295, 1732.24, -0.00245058, 1732.24, 0.00210776, 1732.24, 0.00111258, 
1732.44, 0.05035409, 1732.44, 0.0093492, 1732.44, 0.00221935, 1732.44, -0.00138375, 1732.44, 0.00281225, 1732.44, 0.002195, 
1732.64, 0.050172, 1732.64, 0.00954172, 1732.64, 0.00243346, 1732.64, -0.00165955, 1732.64, 0.00200988, 1732.64, 0.00223225, 
1732.84, 0.05009698, 1732.84, 0.00964444, 1732.84, 0.00261058, 1732.84, -0.00128789, 1732.84, 0.00203836, 1732.84, 0.00213618, 
1733.04, 0.05018216, 1733.04, 0.01023269, 1733.04, 0.00246252, 1733.04, -0.0014875, 1733.04, 0.0018125, 1733.04, 0.00205382, 
1733.24, 0.04978358, 1733.24, 0.00983383, 1733.24, 0.00201668, 1733.24, -0.00251209, 1733.24, 0.00105084, 1733.24, 0.00082741, 
1733.44, 0.04948264, 1733.44, 0.01055718, 1733.44, 0.00235715, 1733.44, -0.00173506, 1733.44, 0.00040312, 1733.44, 0.00106512, 
1733.64, 0.04943761, 1733.64, 0.01038029, 1733.64, 0.00240169, 1733.64, -0.00164394, 1733.64, 0.00050172, 1733.64, 0.00033608, 
1733.84, 0.04962689, 1733.84, 0.01024644, 1733.84, 0.00245089, 1733.84, -0.00117922, 1733.84, 0.00052034, 1733.84, 0.00017772, 
1734.04, 0.0503304, 1734.04, 0.00984318, 1734.04, 0.00247641, 1734.04, -0.0010654, 1734.04, 0.00046703, 1734.04, 0.00008971, 
1734.24, 0.04989001, 1734.24, 0.00939077, 1734.24, 0.00179656, 1734.24, -0.00144312, 1734.24, -0.00000647, 1734.24, -0.00031393, 
1734.44, 0.05028743, 1734.44, 0.00970599, 1734.44, 0.00135215, 1734.44, -0.00126519, 1734.44, 0.00034197, 1734.44, 0.00008776, 
1734.64, 0.04994096, 1734.64, 0.00863965, 1734.64, 0.00057259, 1734.64, -0.00225504, 1734.64, -0.00032725, 1734.64, -0.00070895, 
1734.84, 0.05000438, 1734.84, 0.0087538, 1734.84, 0.00096672, 1734.84, -0.0017856, 1734.84, -0.00000918, 1734.84, -0.00042436, 
1735.04, 0.05039175, 1735.04, 0.00931508, 1735.04, 0.00141408, 1735.04, -0.00156597, 1735.04, 0.00044709, 1735.04, 0.00021211, 
1735.24, 0.05052877, 1735.24, 0.00932608, 1735.24, 0.00164666, 1735.24, -0.00133078, 1735.24, 0.00108529, 1735.24, 0.00025331, 
1735.44, 0.05127671, 1735.44, 0.0099912, 1735.44, 0.00216697, 1735.44, -0.00158481, 1735.44, 0.00188839, 1735.44, 0.00048008, 
1735.64, 0.05121532, 1735.64, 0.01054222, 1735.64, 0.00213594, 1735.64, -0.00143777, 1735.64, 0.00226571, 1735.64, 0.00092288, 
1735.84, 0.05119926, 1735.84, 0.0111685, 1735.84, 0.00229528, 1735.84, -0.00096121, 1735.84, 0.00246404, 1735.84, 0.00146045, 
1736.04, 0.05148791, 1736.04, 0.01214657, 1736.04, 0.00258925, 1736.04, -0.00031086, 1736.04, 0.00291071, 1736.04, 0.00142075, 
1736.24, 0.05131801, 1736.24, 0.01186125, 1736.24, 0.00225658, 1736.24, -0.00120869, 1736.24, 0.00297886, 1736.24, 0.00142386, 
1736.44, 0.05140186, 1736.44, 0.01211793, 1736.44, 0.00266246, 1736.44, -0.00064867, 1736.44, 0.00397219, 1736.44, 0.00201489, 
1736.64, 0.05057545, 1736.64, 0.01174833, 1736.64, 0.00192987, 1736.64, -0.00129816, 1736.64, 0.00353811, 1736.64, 0.00133203, 
1736.84, 0.0496544, 1736.84, 0.01177333, 1736.84, 0.00162888, 1736.84, -0.00148458, 1736.84, 0.00316868, 1736.84, 0.00007872, 
1737.04, 0.04954708, 1737.04, 0.01148689, 1737.04, 0.00109512, 1737.04, -0.00220407, 1737.04, 0.00203514, 1737.04, -0.00060544, 
1737.24, 0.04938218, 1737.24, 0.01083372, 1737.24, 0.00018225, 1737.24, -0.0031073, 1737.24, 0.00068509, 1737.24, -0.00195813, 
1737.44, 0.04961798, 1737.44, 0.01077357, 1737.44, -0.00007747, 1737.44, -0.00321025, 1737.44, 0.00042813, 1737.44, -0.0019557, 
1737.64, 0.04965969, 1737.64, 0.01114771, 1737.64, -0.00015426, 1737.64, -0.00255914, 1737.64, 0.00086736, 1737.64, -0.00192194, 
1737.84, 0.04948824, 1737.84, 0.01086307, 1737.84, -0.00072139, 1737.84, -0.00234878, 1737.84, 0.00018777, 1737.84, -0.0021756, 
1738.04, 0.04970084, 1738.04, 0.0104276, 1738.04, -0.00057066, 1738.04, -0.00215038, 1738.04, 0.00021931, 1738.04, -0.00215299, 
1738.24, 0.0492139, 1738.24, 0.01059156, 1738.24, -0.00090643, 1738.24, -0.00229014, 1738.24, 0.00046087, 1738.24, -0.00170252, 
1738.44, 0.0493899, 1738.44, 0.00991733, 1738.44, -0.00147149, 1738.44, -0.00264192, 1738.44, 0.00027885, 1738.44, -0.00212386, 
1738.64, 0.04917712, 1738.64, 0.00963098, 1738.64, -0.0009042, 1738.64, -0.0029501, 1738.64, -0.00034763, 1738.64, -0.00231284, 
1738.84, 0.04985552, 1738.84, 0.01073643, 1738.84, 0.00017468, 1738.84, -0.00193772, 1738.84, -0.00012057, 1738.84, -0.00139107, 
1739.04, 0.05084349, 1739.04, 0.01131907, 1739.04, 0.00086194, 1739.04, -0.00135468, 1739.04, -0.00001614, 1739.04, -0.00051333, 
1739.24, 0.05098817, 1739.24, 0.01126721, 1739.24, 0.00081335, 1739.24, -0.00168331, 1739.24, -0.00005048, 1739.24, -0.00071241, 
1739.44, 0.05073501, 1739.44, 0.01102399, 1739.44, 0.00092387, 1739.44, -0.00225946, 1739.44, -0.0002464, 1739.44, -0.00153, 
1739.64, 0.05093256, 1739.64, 0.0117725, 1739.64, 0.00152469, 1739.64, -0.00150708, 1739.64, 0.00055429, 1739.64, -0.00037779, 
1739.84, 0.05088409, 1739.84, 0.01251805, 1739.84, 0.00174743, 1739.84, -0.00090985, 1739.84, 0.00076155, 1739.84, -0.00002308, 
1740.04, 0.05096462, 1740.04, 0.01306728, 1740.04, 0.00241885, 1740.04, -0.00045228, 1740.04, 0.0015155, 1740.04, 0.00064338, 
1740.24, 0.05110462, 1740.24, 0.01286794, 1740.24, 0.00271677, 1740.24, -0.0006103, 1740.24, 0.00189786, 1740.24, 0.00104853, 
1740.44, 0.05133466, 1740.44, 0.01365293, 1740.44, 0.00326777, 1740.44, 0.00055211, 1740.44, 0.00256679, 1740.44, 0.0023954, 
1740.64, 0.05065552, 1740.64, 0.01304561, 1740.64, 0.00289408, 1740.64, -0.00007355, 1740.64, 0.00167859, 1740.64, 0.00170287, 
1740.84, 0.05056675, 1740.84, 0.01275322, 1740.84, 0.0026414, 1740.84, -0.00066776, 1740.84, 0.00160282, 1740.84, 0.00073567, 
1741.04, 0.05065188, 1741.04, 0.01209392, 1741.04, 0.00185775, 1741.04, -0.00112042, 1741.04, 0.00077582, 1741.04, 0.00085734, 
1741.24, 0.05072667, 1741.24, 0.01212796, 1741.24, 0.00135963, 1741.24, -0.00127243, 1741.24, 0.00077486, 1741.24, 0.0008579, 
1741.44, 0.05086677, 1741.44, 0.01202794, 1741.44, 0.00162916, 1741.44, -0.00076227, 1741.44, 0.00150919, 1741.44, 0.00139853, 
1741.64, 0.05064564, 1741.64, 0.01273844, 1741.64, 0.00173445, 1741.64, -0.00017154, 1741.64, 0.00192595, 1741.64, 0.00200124, 
1741.84, 0.05061365, 1741.84, 0.01221718, 1741.84, 0.00178099, 1741.84, -0.00014697, 1741.84, 0.00202418, 1741.84, 0.00202259, 
1742.04, 0.05066922, 1742.04, 0.01245879, 1742.04, 0.00213694, 1742.04, -0.00049126, 1742.04, 0.0024866, 1742.04, 0.00224678, 
1742.24, 0.05108764, 1742.24, 0.01266848, 1742.24, 0.00209004, 1742.24, -0.00057366, 1742.24, 0.00253163, 1742.24, 0.00224511, 
1742.44, 0.05135648, 1742.44, 0.0120728, 1742.44, 0.00182173, 1742.44, -0.00063671, 1742.44, 0.00226526, 1742.44, 0.00204796, 
1742.64, 0.0516402, 1742.64, 0.01223685, 1742.64, 0.00219397, 1742.64, -0.00080488, 1742.64, 0.00193353, 1742.64, 0.00190069, 
1742.84, 0.05177981, 1742.84, 0.01288353, 1742.84, 0.00208141, 1742.84, -0.00064216, 1742.84, 0.00231197, 1742.84, 0.00207361, 
1743.04, 0.0517846, 1743.04, 0.01204495, 1743.04, 0.00148435, 1743.04, -0.00164047, 1743.04, 0.00100116, 1743.04, 0.00134022, 
1743.24, 0.05163754, 1743.24, 0.01188197, 1743.24, 0.00127751, 1743.24, -0.00192554, 1743.24, 0.00106716, 1743.24, 0.00092197, 
1743.44, 0.05152214, 1743.44, 0.01117934, 1743.44, 0.00118835, 1743.44, -0.00221991, 1743.44, 0.00145144, 1743.44, 0.00032406, 
