 Data Alignment: None,,,,,,,,,,,,,,,,,
 Data Alignment Step: 0,,,,,,,,,,,,,,,,,
C:\Users\Labuser\Desktop\Laras\20230125_AR2G_1OLD_INVERSE\Experiment_1, 230125_001.frd, 230125_002.frd, 230125_003.frd, 230125_004.frd, 230125_005.frd, 230125_006.frd, 230125_007.frd, 230125_008.frd, 230125_009.frd, 230125_010.frd, 230125_011.frd, 230125_012.frd, 230125_013.frd, 230125_014.frd, 230125_015.frd, 230125_016.frd, 
X Values, A3, B3, C3, D3, E3, F3, G3, H3, A4, B4, C4, D4, E4, F4, G4, H4, 
3383.03,0.26269114,0.58246219,0.35023186,0.31082824,0.23736031,0.33588782,0.25096259,-0.18121833,-0.1221418,0.01878459,-0.10502026,-0.15294777,-0.16760722,-0.17916302,-0.13092379,-0.26457927, 
3383.23,0.26178765,0.57956034,0.34864047,0.31005931,0.23645337,0.34301123,0.25400892,-0.18433277,-0.11900426,0.02552042,-0.10344773,-0.15591402,-0.16507,-0.1801638,-0.12785763,-0.26441294, 
3383.43,0.26192188,0.58247411,0.35004354,0.30800027,0.2414148,0.33881351,0.25726682,-0.18000695,-0.12472294,0.02638333,-0.10911922,-0.15952988,-0.16543056,-0.18224303,-0.13371137,-0.26686308, 
3383.64,0.2636776,0.58240265,0.3504675,0.31064758,0.23897226,0.33991247,0.25719911,-0.18041287,-0.12190919,0.02277863,-0.10817828,-0.15439022,-0.16806906,-0.18248007,-0.13164644,-0.26524404, 
3383.82,0.26323855,0.58556581,0.3510147,0.31723773,0.23838031,0.3429665,0.25333405,-0.18103552,-0.12523885,0.01952332,-0.10523424,-0.15453503,-0.16807662,-0.18439457,-0.13059761,-0.26541424, 
3384.03,0.26069987,0.58095783,0.3504248,0.31102493,0.24069309,0.34451917,0.25190207,-0.18413526,-0.12183956,0.02142892,-0.1084147,-0.15287288,-0.16727845,-0.18133314,-0.13043359,-0.26909065, 
3384.23,0.26252022,0.58241576,0.35054523,0.30734992,0.24194992,0.34591192,0.25435793,-0.18218364,-0.1222233,0.02294362,-0.10123269,-0.15406333,-0.16849864,-0.18367068,-0.1314673,-0.26566613, 
3384.43,0.26021865,0.58026183,0.35140094,0.30933249,0.2365528,0.3416256,0.25546393,-0.18127058,-0.12255599,0.02042768,-0.10374299,-0.1601892,-0.16528431,-0.18224828,-0.13224201,-0.26869687, 
3384.64,0.26343992,0.58155692,0.35050869,0.31320775,0.23989859,0.33944479,0.25256109,-0.18212526,-0.12218492,0.0219161,-0.10338314,-0.15454793,-0.1687032,-0.18296541,-0.13293171,-0.26820835, 
3384.82,0.26187935,0.58152783,0.3523418,0.31522053,0.24037085,0.33809614,0.25539589,-0.18088129,-0.12154413,0.02234193,-0.10676886,-0.15618852,-0.16614594,-0.18024652,-0.13072927,-0.26438099, 
3385.03,0.26536426,0.57550639,0.34682298,0.31379378,0.24076267,0.34479934,0.25495788,-0.18281402,-0.12114771,0.02328023,-0.10606977,-0.15793644,-0.16720985,-0.18075672,-0.13099945,-0.26520294, 
3385.23,0.26495105,0.58131135,0.34905875,0.31429192,0.23823392,0.33885869,0.25597236,-0.1807469,-0.12360347,0.01893152,-0.10350835,-0.1546327,-0.16554955,-0.18083765,-0.13070846,-0.26648957, 
3385.43,0.26148084,0.58125949,0.35126024,0.31102931,0.23433022,0.3397603,0.25583795,-0.18316203,-0.12023629,0.02193724,-0.10251899,-0.15463632,-0.16955183,-0.18416588,-0.12998043,-0.26417542, 
3385.63,0.26116213,0.58333182,0.34925768,0.31091505,0.23785985,0.33874139,0.25354984,-0.18030232,-0.12300223,0.02502121,-0.10451861,-0.15435211,-0.16745064,-0.17842853,-0.13273744,-0.2643292, 
3385.82,0.26303843,0.58143663,0.35130367,0.3135955,0.23803188,0.33956498,0.25300309,-0.17804077,-0.12119789,0.02233332,-0.10050751,-0.15393727,-0.16787018,-0.17834182,-0.13110806,-0.26723632, 
3386.02,0.26258203,0.58040863,0.34624118,0.31402841,0.24100375,0.34120026,0.25302663,-0.18680443,-0.12320879,0.02469016,-0.10339868,-0.15705168,-0.17027971,-0.18169424,-0.13212855,-0.2674937, 
3386.23,0.26334268,0.57902819,0.3499012,0.31229874,0.23777673,0.34146786,0.25513718,-0.18124846,-0.12300056,0.0207259,-0.1042625,-0.15394656,-0.16270344,-0.17975098,-0.12830104,-0.27189916, 
3386.41,0.26483312,0.57727581,0.35000029,0.31170052,0.23864247,0.33905512,0.2545037,-0.18427876,-0.12327134,0.02015817,-0.10610861,-0.15222247,-0.16635145,-0.18188024,-0.13090654,-0.2673445, 
3386.63,0.26495689,0.58013672,0.35151839,0.30734724,0.24118835,0.33949944,0.2593345,-0.18043499,-0.12532285,0.02770892,-0.10549641,-0.15264007,-0.16712037,-0.18279138,-0.12810282,-0.27056736, 
3386.83,0.260364,0.57967436,0.35173053,0.30642021,0.24148205,0.34024432,0.25401667,-0.18206728,-0.12197353,0.0198862,-0.10376062,-0.15756087,-0.1650787,-0.18388289,-0.12629232,-0.26854384, 
3387.02,0.26057315,0.57790476,0.34620649,0.31289139,0.23831032,0.34447652,0.25406471,-0.18252197,-0.11635558,0.02258837,-0.10571012,-0.15415573,-0.16494271,-0.18305784,-0.12897903,-0.26833841, 
3387.21,0.26105937,0.57981223,0.34470004,0.31258526,0.23952059,0.34107035,0.25888923,-0.18310322,-0.12114625,0.02335537,-0.10485951,-0.15726732,-0.16515779,-0.17764874,-0.12818091,-0.26794747, 
3387.43,0.26435754,0.57840109,0.34860164,0.31215367,0.23997054,0.34579206,0.25209394,-0.18303227,-0.11802445,0.0222244,-0.10759485,-0.155524,-0.16730487,-0.18063761,-0.13031687,-0.26732469, 
3387.61,0.26155794,0.57813728,0.34982762,0.31290519,0.238894,0.34238079,0.25249127,-0.17907004,-0.1239414,0.02229246,-0.10431937,-0.15797585,-0.16943274,-0.18199982,-0.12710829,-0.26639035, 
3387.83,0.26029003,0.57933003,0.35036466,0.31158611,0.23859169,0.34240898,0.25479347,-0.17992632,-0.12013577,0.02308058,-0.10592819,-0.15228252,-0.16176799,-0.1775917,-0.13364099,-0.26495382, 
3388.04,0.25935805,0.57690102,0.34956369,0.31276867,0.24106881,0.34068474,0.25380227,-0.18190098,-0.12076898,0.02194651,-0.101815,-0.15230776,-0.16795863,-0.18154657,-0.12887563,-0.26967359, 
3388.22,0.26154703,0.57752955,0.35266715,0.31687585,0.24178584,0.34383473,0.25538886,-0.18052948,-0.12510177,0.02319185,-0.10606205,-0.15372854,-0.16711941,-0.17720561,-0.13118416,-0.26753578, 
3388.43,0.26318723,0.57888806,0.35053968,0.3148635,0.23544531,0.34232873,0.25420955,-0.18293579,-0.12092874,0.02000318,-0.10139547,-0.1545276,-0.16610008,-0.18611243,-0.13110688,-0.26830825, 
3388.63,0.26101175,0.57937413,0.3535659,0.31093243,0.2421757,0.34080642,0.25562006,-0.18491371,-0.12062051,0.02172828,-0.10775765,-0.15732889,-0.16719116,-0.18454638,-0.13142894,-0.26936164, 
3388.82,0.26328847,0.58345598,0.35380426,0.31248271,0.24069135,0.34325883,0.25325415,-0.1808138,-0.12361739,0.02376924,-0.10091604,-0.15181153,-0.16925296,-0.18287161,-0.12955622,-0.26641965, 
3389.03,0.2661185,0.5810315,0.35000548,0.31187201,0.23552094,0.33730996,0.25580609,-0.1780899,-0.12227321,0.02479456,-0.10808562,-0.15550373,-0.16721049,-0.17783462,-0.13137409,-0.26809469, 
3389.22,0.26361349,0.58083844,0.35134375,0.31498998,0.23783498,0.34267846,0.25661635,-0.17948531,-0.12520972,0.02482284,-0.1032001,-0.15330058,-0.16581461,-0.18230291,-0.13076663,-0.27061522, 
3389.43,0.26060244,0.57843024,0.34777755,0.31268302,0.24314561,0.34563607,0.25847158,-0.18445933,-0.12204499,0.02433473,-0.10441972,-0.15382522,-0.16918851,-0.18167998,-0.1336495,-0.26629686, 
3389.63,0.26663938,0.58105272,0.3512533,0.31545392,0.23900402,0.34328073,0.25479716,-0.18185519,-0.12334546,0.02544281,-0.10399444,-0.15228182,-0.16498876,-0.1827361,-0.13371812,-0.2675558, 
3389.83,0.26515001,0.57597286,0.35102069,0.31489649,0.23553005,0.33901224,0.25575796,-0.1807497,-0.12070407,0.02358479,-0.103788,-0.15637605,-0.16959006,-0.18200639,-0.12882282,-0.26644266, 
3390.03,0.26184356,0.57877338,0.34671965,0.31475681,0.23833357,0.34491202,0.2532804,-0.18001193,-0.12322529,0.02079509,-0.10263925,-0.15693563,-0.16768906,-0.1840609,-0.13381271,-0.26702482, 
3390.24,0.26159996,0.5816645,0.34940514,0.31225723,0.2369644,0.33726445,0.2545718,-0.18117407,-0.11833867,0.01979507,-0.10325211,-0.15528321,-0.16536115,-0.18194009,-0.13289955,-0.26867276, 
3390.42,0.26487729,0.57774192,0.35376728,0.31242314,0.24141562,0.34027413,0.25484464,-0.18415169,-0.1230459,0.02046233,-0.10622593,-0.15725783,-0.16695151,-0.18156794,-0.13144864,-0.26990557, 
3390.63,0.26090342,0.58012444,0.35008428,0.30947527,0.23897602,0.34388596,0.25343755,-0.18318053,-0.12554231,0.02471852,-0.10408611,-0.15577821,-0.16708624,-0.18012489,-0.13005352,-0.2688331, 
3390.83,0.25839552,0.58034831,0.34733436,0.3145805,0.23477986,0.34373534,0.25425336,-0.17885453,-0.12136207,0.02075056,-0.1036192,-0.15707368,-0.17016205,-0.17922708,-0.13253023,-0.26688385, 
3391.03,0.26240221,0.57818925,0.34997535,0.31297636,0.23934571,0.34227264,0.25494877,-0.18512662,-0.12295711,0.02118895,-0.10581428,-0.15384157,-0.16443904,-0.17751858,-0.12983216,-0.26881894, 
3391.23,0.26079351,0.5802964,0.35542822,0.31382579,0.23976773,0.34349671,0.25629675,-0.18046398,-0.12317828,0.0222591,-0.10586735,-0.15459196,-0.16624475,-0.18280636,-0.13399684,-0.2664085, 
3391.44,0.26561362,0.58014435,0.34791896,0.31268412,0.24243386,0.33759409,0.25106925,-0.17811315,-0.12233383,0.0234907,-0.10459733,-0.15416265,-0.16743469,-0.17745447,-0.1347982,-0.2670272, 
3391.62,0.26292285,0.58412153,0.35164404,0.31209353,0.237866,0.34287283,0.25706205,-0.18103121,-0.12571968,0.02357942,-0.10307538,-0.15327476,-0.16657303,-0.18355626,-0.12970012,-0.26512426, 
3391.83,0.26374304,0.58422583,0.34862751,0.31221333,0.23839216,0.33782008,0.25599563,-0.18231842,-0.12031605,0.02611427,-0.10815066,-0.15433614,-0.16278841,-0.1837557,-0.13163075,-0.27046639, 
3392.03,0.26183838,0.57719386,0.34761012,0.31034377,0.24190882,0.33850309,0.2549921,-0.18193412,-0.12151267,0.02192837,-0.10345022,-0.15381321,-0.16550659,-0.18298768,-0.13322712,-0.26774138, 
3392.23,0.2634331,0.57895792,0.34866199,0.31419879,0.23857817,0.34128419,0.25632042,-0.18251097,-0.11923703,0.02183304,-0.1038193,-0.15697224,-0.16567738,-0.17625497,-0.13303088,-0.26607367, 
3392.43,0.26059788,0.57904965,0.35227755,0.31157112,0.23896673,0.34068608,0.25168425,-0.18118836,-0.12242286,0.02322368,-0.10660742,-0.15408848,-0.16716242,-0.17654547,-0.12866306,-0.26502845, 
3392.62,0.26424405,0.58039689,0.35162482,0.31038505,0.2401775,0.33892721,0.25661841,-0.18106829,-0.12114578,0.02148542,-0.10565204,-0.15342593,-0.17006353,-0.18529281,-0.13360256,-0.26344475, 
3392.82,0.26149762,0.58050215,0.35019359,0.31279171,0.23788999,0.34491614,0.25463408,-0.18253858,-0.12289099,0.02108572,-0.10637332,-0.15499307,-0.16479136,-0.18453296,-0.13129658,-0.26443297, 
3393.03,0.26178941,0.57710707,0.35255712,0.31372786,0.24246906,0.34260398,0.25619355,-0.17870206,-0.12315175,0.02441358,-0.10725331,-0.15724669,-0.16490644,-0.18430763,-0.12818885,-0.26679495, 
3393.22,0.26221982,0.58180511,0.35001367,0.31492999,0.24080358,0.34255794,0.25521609,-0.18059635,-0.12115077,0.02160663,-0.105156,-0.1520493,-0.16603352,-0.18543932,-0.13028449,-0.26578078, 
3393.43,0.26267406,0.58193368,0.34723914,0.31112123,0.23715481,0.34199473,0.25679806,-0.18546408,-0.11972574,0.02173543,-0.10169992,-0.15285958,-0.16503908,-0.18271749,-0.1321414,-0.26508412, 
3393.62,0.26402166,0.58044052,0.3548739,0.31214464,0.24176846,0.3402383,0.25983432,-0.17997409,-0.12195603,0.02308473,-0.10621347,-0.15508276,-0.16660076,-0.18226632,-0.12668484,-0.26975378, 
3393.81,0.26251176,0.57853055,0.34848401,0.31415576,0.23627488,0.34137198,0.25218001,-0.18132247,-0.11816064,0.02348477,-0.10640978,-0.15650682,-0.17012623,-0.18219735,-0.13256036,-0.26656073, 
3394.03,0.26118311,0.57616204,0.34816238,0.31652761,0.23623961,0.33883289,0.25549856,-0.1816279,-0.12282424,0.02385904,-0.10603909,-0.15765831,-0.16889563,-0.1775123,-0.12719569,-0.26688468, 
3394.21,0.26739961,0.5805546,0.34876782,0.31295964,0.24191113,0.34558281,0.257301,-0.17931463,-0.12022341,0.01903565,-0.10217081,-0.15588208,-0.16809791,-0.18097059,-0.12927468,-0.26773989, 
3394.42,0.26413485,0.57861674,0.34958556,0.31241566,0.23553881,0.33898517,0.25355145,-0.18141586,-0.12469733,0.02029945,-0.10118356,-0.15983175,-0.16485816,-0.17871433,-0.12801594,-0.26535746, 
3394.62,0.26140109,0.57763827,0.3495464,0.31439829,0.23901993,0.33888134,0.25593942,-0.18340279,-0.1208147,0.02270674,-0.10548146,-0.15269729,-0.16811211,-0.18272766,-0.12935957,-0.26563412, 
3394.82,0.26283255,0.57861853,0.34753698,0.31227401,0.23633039,0.34190646,0.25815898,-0.18202814,-0.11999501,0.01938429,-0.10747666,-0.14878479,-0.16777398,-0.18185557,-0.12826051,-0.26673746, 
3395.01,0.26320264,0.57689357,0.35460034,0.31273395,0.23871434,0.34031072,0.2549549,-0.18207376,-0.1222128,0.02463527,-0.10568684,-0.15371703,-0.16635971,-0.18116376,-0.12820885,-0.26633474, 
3395.23,0.26338002,0.57959098,0.35050473,0.31146395,0.24032003,0.34014118,0.25744572,-0.18277852,-0.1184058,0.02363178,-0.1040239,-0.15642314,-0.16524228,-0.18341863,-0.12977371,-0.27022871, 
3395.43,0.26227325,0.58069003,0.35046336,0.30950058,0.24105464,0.34063736,0.25619164,-0.18332489,-0.11942169,0.0232473,-0.10350771,-0.15684149,-0.16790633,-0.179501,-0.13016328,-0.26578286, 
3395.63,0.26307124,0.57832342,0.35056081,0.31130847,0.23733895,0.33869183,0.25141388,-0.17976937,-0.12339786,0.02172127,-0.10438801,-0.15737703,-0.16795637,-0.18345398,-0.13298269,-0.26455662, 
3395.84,0.25939775,0.57821769,0.35233396,0.3148331,0.24034996,0.34339136,0.25430769,-0.18618515,-0.11993073,0.02321506,-0.10590305,-0.15465258,-0.16819233,-0.18201631,-0.1325911,-0.26715088, 
3396.02,0.26132727,0.58077341,0.35251459,0.31023461,0.24057972,0.34167314,0.25358373,-0.18249342,-0.1225796,0.02371887,-0.10610106,-0.15530923,-0.16888852,-0.17846686,-0.12680639,-0.26433474, 
3396.21,0.26796067,0.58087623,0.34848753,0.31007466,0.23705432,0.34462395,0.25463739,-0.1802713,-0.12078178,0.02288235,-0.10494235,-0.15548907,-0.16888277,-0.18229225,-0.13169935,-0.26447663, 
3396.43,0.2617507,0.57976079,0.34571269,0.31355131,0.23729953,0.33774087,0.25782329,-0.18118538,-0.1228926,0.01950487,-0.10425131,-0.15487969,-0.16774917,-0.18151642,-0.1299547,-0.26809686, 
3396.63,0.26012489,0.57957685,0.35139027,0.31065321,0.24088418,0.34107015,0.25411901,-0.17984466,-0.11964676,0.02287108,-0.10343897,-0.15848589,-0.16757204,-0.18225543,-0.13084905,-0.26672259, 
3396.83,0.26158246,0.5784356,0.35088941,0.31151888,0.2404681,0.34250787,0.25708711,-0.1798525,-0.1193179,0.02421108,-0.10437631,-0.15342325,-0.16772366,-0.17919137,-0.13068256,-0.26604578, 
3397.04,0.26466393,0.58075625,0.35218656,0.31156719,0.23749755,0.34274819,0.25177693,-0.18145807,-0.11710714,0.02470802,-0.10739121,-0.15519199,-0.16878997,-0.18190882,-0.12728466,-0.27063501, 
3397.22,0.2620753,0.57927287,0.34989953,0.30824879,0.23929001,0.34263006,0.25589311,-0.18061198,-0.11650577,0.02459853,-0.10523906,-0.15640564,-0.16793512,-0.17790696,-0.13091664,-0.26591426, 
3397.43,0.26532838,0.57902926,0.35168719,0.3097544,0.24010076,0.34334582,0.25204721,-0.18308307,-0.11874895,0.02146784,-0.10443727,-0.15507132,-0.16788311,-0.17880952,-0.12924412,-0.2680518, 
3397.63,0.26058432,0.57951087,0.3512257,0.31275851,0.23605326,0.33831134,0.25854164,-0.18410783,-0.12170882,0.02027763,-0.10821915,-0.15396239,-0.16987355,-0.17885044,-0.1313325,-0.26393023, 
3397.83,0.26359168,0.578942,0.35108748,0.31352189,0.24183716,0.33888674,0.25672939,-0.18263973,-0.12011483,0.02233153,-0.10697129,-0.15361898,-0.16774182,-0.1796705,-0.12956214,-0.26976499, 
3398.04,0.26323712,0.58087277,0.34623554,0.31192264,0.24056324,0.34342566,0.25498047,-0.18095396,-0.12437564,0.01688089,-0.10119424,-0.15681611,-0.16433896,-0.17982237,-0.13002008,-0.26735204, 
3398.22,0.26275614,0.57832468,0.35019514,0.31134719,0.23802282,0.34137332,0.25499868,-0.182246,-0.12158815,0.02298754,-0.10733511,-0.15515305,-0.16545977,-0.17893745,-0.12983736,-0.26946843, 
3398.43,0.26396605,0.57704538,0.34830639,0.31372905,0.24006623,0.34180394,0.25890085,-0.18363288,-0.11934497,0.02534145,-0.10288525,-0.15640861,-0.16626056,-0.17746735,-0.12889528,-0.26391405, 
3398.63,0.2638438,0.57788783,0.34672835,0.31227714,0.24061424,0.34425181,0.25522831,-0.17855939,-0.12143835,0.02188916,-0.10394923,-0.15611458,-0.16721971,-0.18142205,-0.13110951,-0.26798522, 
3398.83,0.26181304,0.58118033,0.35182816,0.31223932,0.23779611,0.34169504,0.25594336,-0.18226592,-0.12098089,0.02397926,-0.10247991,-0.1526895,-0.16431701,-0.18291034,-0.13160811,-0.26828042, 
3399.03,0.26301903,0.58072454,0.35281971,0.31278655,0.23861142,0.34284863,0.25628117,-0.18083857,-0.12352152,0.01891972,-0.10401803,-0.15403764,-0.16893338,-0.17924118,-0.12825476,-0.26717296, 
3399.24,0.26276779,0.58316964,0.35105768,0.31073719,0.23951499,0.34258863,0.2571288,-0.1836704,-0.12089868,0.02257972,-0.10663577,-0.15336746,-0.16470195,-0.18041484,-0.12796591,-0.26695284, 
3399.41,0.26254106,0.5771572,0.35398883,0.31566596,0.23908333,0.34157556,0.25195584,-0.18524832,-0.12298622,0.02337114,-0.1081804,-0.15240178,-0.16840315,-0.18041942,-0.13014151,-0.26587629, 
3399.63,0.26368189,0.57766134,0.35402945,0.31130975,0.23887883,0.34013563,0.25163594,-0.18268181,-0.12178203,0.02201683,-0.10701077,-0.15688948,-0.16581362,-0.18169203,-0.13169765,-0.26583186, 
3399.83,0.26054704,0.58039385,0.35356736,0.31187567,0.23988219,0.34490612,0.25749052,-0.18028624,-0.11944387,0.02201449,-0.10649845,-0.15546025,-0.16733956,-0.18151958,-0.13021195,-0.26839209, 
3400.02,0.26469511,0.58050507,0.3496052,0.3135626,0.23910393,0.34345734,0.25434592,-0.18257082,-0.12490954,0.02496246,-0.10372654,-0.15354247,-0.16430789,-0.17972225,-0.13345537,-0.26311371, 
3400.23,0.26249862,0.58240366,0.35332218,0.31219804,0.24161769,0.34103635,0.25505763,-0.18525964,-0.12087288,0.02498815,-0.10692149,-0.1569843,-0.16629733,-0.17887706,-0.13244785,-0.26581973, 
3400.42,0.26258656,0.57775962,0.34901407,0.31130171,0.24096793,0.34117398,0.25416452,-0.1839267,-0.12291446,0.02338266,-0.10506329,-0.15547134,-0.16548994,-0.18367985,-0.12957968,-0.26624456, 
3400.61,0.26588181,0.580625,0.34697387,0.31116927,0.24045497,0.34337369,0.25446984,-0.18180567,-0.12382308,0.02170407,-0.09974176,-0.15605502,-0.16882722,-0.18120727,-0.13220899,-0.26863691, 
3400.83,0.26806968,0.58258677,0.34807339,0.31169024,0.23975767,0.34033564,0.25348496,-0.18441668,-0.1200246,0.0207265,-0.10808732,-0.15378687,-0.16904554,-0.17929001,-0.12986536,-0.26970553, 
3401.03,0.26147822,0.57687908,0.3493658,0.31489754,0.23760661,0.34037769,0.25113291,-0.18320359,-0.12354715,0.02126096,-0.10330875,-0.15279551,-0.16899076,-0.17740998,-0.13128568,-0.26707065, 
3401.22,0.2591114,0.57854277,0.35337493,0.30821067,0.23696169,0.34221545,0.2495034,-0.18192303,-0.1234299,0.02079627,-0.10848399,-0.15562506,-0.1639747,-0.18302798,-0.12702674,-0.26491994, 
3401.42,0.26429129,0.57707804,0.34869868,0.31119439,0.2408883,0.34178612,0.25556335,-0.17843448,-0.12247668,0.02098607,-0.10352767,-0.15871316,-0.16899005,-0.18208028,-0.12821463,-0.26736087, 
3401.61,0.26273486,0.57956982,0.34881517,0.31601417,0.23569547,0.34174621,0.25299656,-0.18522274,-0.11946924,0.02558099,-0.10209341,-0.15199482,-0.1680388,-0.18263422,-0.13304898,-0.26643929, 
3401.81,0.26594853,0.58027726,0.34814554,0.31078336,0.23763438,0.34034407,0.25319999,-0.1825159,-0.12329566,0.02123786,-0.10225635,-0.15673131,-0.17014238,-0.18021341,-0.13246335,-0.26839727, 
3402.01,0.26283532,0.58249474,0.35050133,0.31375697,0.24314737,0.34130839,0.25879517,-0.18663915,-0.12077333,0.02042714,-0.10279828,-0.15677433,-0.16607988,-0.18044774,-0.12735288,-0.26878503, 
3402.22,0.26480937,0.57532489,0.34744352,0.31394377,0.2433603,0.34312358,0.25730813,-0.18235147,-0.11737818,0.02319093,-0.10340961,-0.15599746,-0.16653006,-0.17932288,-0.13202932,-0.26879579, 
3402.42,0.26042134,0.5776034,0.35291228,0.31154197,0.23878808,0.34403867,0.25428811,-0.1809181,-0.1192097,0.02165632,-0.10175729,-0.15629715,-0.1678085,-0.17992972,-0.13271667,-0.2651462, 
3402.62,0.26245785,0.57914376,0.35452265,0.30850133,0.2422673,0.34124553,0.25938359,-0.18020001,-0.12391682,0.02325255,-0.10428282,-0.1533393,-0.16974889,-0.1813722,-0.1335303,-0.26663435, 
3402.82,0.26087621,0.58271879,0.34985518,0.31014341,0.23749745,0.34039977,0.2553851,-0.18085329,-0.12402745,0.01835118,-0.10576988,-0.15643224,-0.16684711,-0.18013403,-0.13044061,-0.26476505, 
3403.01,0.26329842,0.57569355,0.35014713,0.31156129,0.23886758,0.34543949,0.25792474,-0.17815109,-0.1203728,0.02391236,-0.10180118,-0.15324356,-0.16457614,-0.18153664,-0.13014233,-0.26643586, 
3403.23,0.25927123,0.58293432,0.34921709,0.31461021,0.23971768,0.34590828,0.25173309,-0.18313514,-0.11878043,0.0232979,-0.10417463,-0.15515006,-0.16526379,-0.18072039,-0.12950201,-0.26884323, 
3403.43,0.26212975,0.57839835,0.35162643,0.31102514,0.24166946,0.33882344,0.25504416,-0.18435507,-0.12019397,0.02077474,-0.10420407,-0.1575262,-0.16777374,-0.17917523,-0.1312519,-0.26401788, 
3403.64,0.2634652,0.57662064,0.34827521,0.31365493,0.23398991,0.33595371,0.25614426,-0.18194371,-0.12373644,0.0251998,-0.10563368,-0.15771292,-0.16501236,-0.17801967,-0.12902322,-0.26277283, 
3403.82,0.26096022,0.578565,0.35413027,0.31590801,0.24058284,0.34335098,0.25393587,-0.18037112,-0.11880264,0.02169895,-0.10342466,-0.15737551,-0.16962145,-0.18289196,-0.1318132,-0.26504651, 
3404.03,0.26574674,0.57955891,0.35057124,0.31447813,0.2414335,0.34101462,0.25388002,-0.18210527,-0.12264784,0.02412791,-0.10500107,-0.15543126,-0.16785182,-0.17647199,-0.1320833,-0.26884359, 
3404.23,0.26346907,0.58140355,0.34793189,0.31449223,0.24061824,0.34164807,0.25475499,-0.1800379,-0.12401056,0.02102192,-0.10593902,-0.15621501,-0.1649981,-0.18294442,-0.13416055,-0.26614907, 
3404.43,0.26319954,0.58071989,0.34734407,0.31166294,0.24031925,0.33950472,0.25229803,-0.18506129,-0.12316439,0.02345587,-0.10037015,-0.1545912,-0.16551155,-0.18256149,-0.12958439,-0.26845533, 
3404.64,0.26114905,0.57789731,0.34955198,0.31327316,0.24297972,0.33945066,0.25491303,-0.17782164,-0.12069625,0.02073333,-0.10427202,-0.15619104,-0.16932528,-0.18115938,-0.13322999,-0.26751205, 
3404.84,0.25976974,0.57723939,0.35168228,0.31241804,0.23635465,0.34241778,0.25539714,-0.18104173,-0.12147743,0.0224733,-0.10582675,-0.1582142,-0.16840951,-0.18232207,-0.13102789,-0.2679047, 
3405.02,0.26375261,0.58050019,0.34754106,0.31268811,0.24002448,0.34629479,0.25443572,-0.18417835,-0.11962812,0.02635584,-0.10483208,-0.15303172,-0.16855362,-0.18303785,-0.12891492,-0.26968431, 
3405.23,0.26376328,0.58528984,0.34695384,0.31256351,0.23678926,0.34585699,0.25947443,-0.18279442,-0.12193834,0.02068811,-0.10579797,-0.15818901,-0.16551708,-0.18306473,-0.1261638,-0.2668092, 
3405.43,0.2599645,0.58378994,0.34745663,0.31215951,0.2391571,0.33757514,0.25319406,-0.18315449,-0.12006431,0.02132774,-0.10330448,-0.15727848,-0.1720856,-0.17911191,-0.12835729,-0.26751634, 
3405.62,0.26295009,0.57916188,0.34919038,0.31166986,0.23819576,0.33876714,0.25316274,-0.18229598,-0.11943572,0.02458645,-0.10560724,-0.15625937,-0.16917485,-0.18216901,-0.13315652,-0.26925674, 
3405.84,0.26049662,0.57751596,0.35218349,0.31490251,0.23811017,0.34308365,0.2559666,-0.17926176,-0.11941298,0.01814302,-0.10584976,-0.15043664,-0.169789,-0.18045101,-0.13132411,-0.26627347, 
3406.02,0.25928468,0.58101827,0.35038248,0.31112799,0.23598674,0.34361464,0.25622857,-0.18241727,-0.12517858,0.02561195,-0.10026778,-0.15323648,-0.16909347,-0.18151265,-0.13395645,-0.26737142, 
3406.23,0.25869671,0.57550639,0.34457162,0.31317478,0.24017176,0.34118924,0.24989052,-0.17928065,-0.12300804,0.02119316,-0.10293228,-0.15575472,-0.16394824,-0.17968431,-0.12967792,-0.26518601, 
3406.43,0.26385447,0.57584739,0.35107926,0.31160468,0.23903437,0.34069875,0.25672618,-0.18078083,-0.12052327,0.02648578,-0.10499256,-0.15821908,-0.16245648,-0.18423656,-0.12921044,-0.26638755, 
3406.63,0.2637817,0.57790011,0.34944218,0.31136343,0.23951116,0.34038869,0.25607562,-0.18298638,-0.12194787,0.0231443,-0.1073278,-0.15390468,-0.16372064,-0.17939679,-0.13109051,-0.26753837, 
3406.82,0.26158205,0.57810056,0.35472527,0.31168291,0.23829183,0.34301105,0.25334981,-0.17975196,-0.12180193,0.02401226,-0.10116491,-0.15533032,-0.16420744,-0.18292102,-0.13217779,-0.26730824, 
3407.04,0.26012731,0.57984924,0.34838629,0.31122243,0.23922047,0.34247398,0.25138262,-0.18309817,-0.12137397,0.02209477,-0.10712643,-0.15340976,-0.16356578,-0.18308182,-0.1308628,-0.26716587, 
3407.21,0.2624298,0.58181828,0.34754506,0.31135565,0.24165741,0.34042192,0.25430319,-0.18402335,-0.1288536,0.02325032,-0.10319821,-0.15454525,-0.16471979,-0.17928436,-0.13171686,-0.26757422, 
3407.43,0.26033899,0.5784924,0.34957534,0.31338936,0.23825139,0.3451581,0.25605533,-0.18313824,-0.12281274,0.02317204,-0.10261744,-0.15387353,-0.16834065,-0.18104868,-0.13391162,-0.26494762, 
